theta, r, d, alt, x, y
0.152151719398, 1737467.20265, -830507.105671, 67.2026463046, 1717394.66157, 263339.812172
0.152934688759, 1737287.35541, -834694.467616, -112.644585228, 1717010.20007, 264657.000928
0.153717658119, 1737194.16074, -838922.790899, -205.839258084, 1716710.35968, 265987.01673
0.15450062748, 1737176.44626, -843187.292134, -223.553736365, 1716484.07034, 267328.340652
0.15528359684, 1737084.28546, -847415.38849, -315.714542559, 1716183.18243, 268657.959391
0.156066566201, 1737030.10191, -851661.651617, -369.898085742, 1715918.78044, 269993.1738
0.156849535561, 1737062.48514, -855950.304597, -337.514859844, 1715738.84381, 271341.661227
0.157632504922, 1737187.53896, -860285.008953, -212.461037862, 1715649.36908, 272704.579876
0.158415474282, 1737296.28075, -864612.210395, -103.719248603, 1715542.70407, 274064.95146
0.159198443643, 1737351.33232, -868913.094351, -48.6676762705, 1715381.94921, 275416.811842
0.159981413003, 1737306.04992, -873163.821637, -93.9500796224, 1715121.07635, 276752.605311
0.160764382364, 1737310.31212, -877439.348966, -89.6878754196, 1714908.06909, 278096.089859
0.161547351724, 1737307.44499, -881711.279011, -92.5550087523, 1714686.97294, 279438.263788
0.162330321085, 1737210.32297, -885935.127245, -189.677027569, 1714371.81058, 280765.028661
0.163113290445, 1737096.42499, -890149.901084, -303.575008773, 1714039.06854, 282088.747062
0.163896259805, 1737126.35082, -894438.1688, -273.649179582, 1713847.20113, 283435.583335
0.164679229166, 1737258.6562, -898779.550317, -141.343796106, 1713755.26987, 284799.075769
0.165462198527, 1737310.13915, -903079.570013, -89.8608519391, 1713582.53545, 286149.285868
0.166245167887, 1737360.77033, -907379.398128, -39.2296715451, 1713407.89723, 287499.259113
0.167028137247, 1737463.76712, -911706.953362, 63.7671229269, 1713283.83235, 288857.84022
0.167811106608, 1737557.1702, -916029.95754, 157.170197302, 1713149.2314, 290214.800901
0.168594075969, 1737679.23675, -920368.602941, 279.236747815, 1713041.81286, 291576.537508
0.169377045329, 1737865.64963, -924742.088416, 465.649629635, 1712996.73761, 292949.13056
0.170160014689, 1737827.00577, -928996.181597, 427.005768985, 1712728.75662, 294283.720635
0.17094298405, 1737813.1522, -933263.397879, 413.152198963, 1712484.16487, 295622.287779
0.171725953411, 1737919.30795, -937595.290194, 519.307949446, 1712356.77112, 296981.15989
0.172508922771, 1737981.87828, -941904.083511, 581.878284667, 1712185.36074, 298332.532093
0.173291892131, 1737890.64054, -946129.449601, 490.640544765, 1711861.37949, 299657.297441
0.174074861492, 1737815.3285, -950363.076167, 415.328503076, 1711552.05844, 300984.496639
0.174857830853, 1737799.26855, -954628.881306, 399.268553573, 1711300.05715, 302321.703145
0.175640800213, 1737752.41846, -958877.617687, 352.418458421, 1711016.6947, 303653.319308
0.176423769573, 1737652.92273, -963096.944661, 252.922733924, 1710680.4677, 304975.437249
0.177206738934, 1737619.44907, -967352.537396, 219.449070841, 1710408.20748, 306308.853261
0.177989708295, 1737520.10063, -971571.130178, 120.100627559, 1710070.07388, 307630.366673
0.178772677655, 1737359.53837, -975754.854641, -40.4616290184, 1709670.68126, 308940.653221
0.179555647015, 1737272.68104, -979979.365474, -127.31896036, 1709342.80523, 310263.66609
0.180338616376, 1737171.26366, -984195.200004, -228.736344494, 1708999.58166, 311583.743397
0.181121585737, 1737028.2122, -988386.845392, -371.787802818, 1708614.38586, 312895.973785
0.181904555097, 1736980.35345, -992632.186812, -419.646549772, 1708321.80507, 314225.01266
0.182687524457, 1736901.37968, -996859.434951, -498.62032015, 1707997.59334, 315548.132434
0.183470493818, 1736782.30588, -1001063.18134, -617.694115802, 1707632.92999, 316863.621189
0.184253463178, 1736738.50595, -1005309.91417, -661.494046449, 1707341.25355, 318192.523488
0.185036432539, 1736789.58123, -1009611.58334, -610.418771288, 1707141.79864, 319538.618657
0.185819401899, 1736758.22341, -1013865.3819, -641.776594558, 1706860.26844, 320869.36688
0.18660237126, 1736850.44959, -1018191.47468, -549.550406211, 1706699.13955, 322222.797608
0.18738534062, 1736870.72092, -1022475.66218, -529.279080917, 1706466.24233, 323562.768196
0.188168309981, 1736773.47549, -1026690.47958, -626.52451347, 1706116.85065, 324880.588947
0.188951279341, 1736897.88789, -1031036.39644, -502.112114571, 1705984.15425, 326239.694697
0.189734248702, 1736974.20948, -1035354.25997, -425.79052459, 1705803.14762, 327589.721977
0.190517218062, 1736943.47295, -1039608.42173, -456.527052513, 1705515.95168, 328919.392549
0.191300187423, 1736956.56924, -1043888.77526, -443.430755628, 1705270.75251, 330257.148398
0.192083156783, 1736958.95749, -1048162.73147, -441.04251117, 1705013.99293, 331592.677707
0.192866126144, 1736965.63229, -1052439.29669, -434.367710797, 1704760.39447, 332928.829023
0.193649095504, 1736812.36326, -1056618.59026, -587.636741118, 1704348.79467, 334234.006739
0.194432064865, 1736759.23948, -1060858.30118, -640.760519098, 1704034.4545, 335558.093029
0.195215034225, 1736685.06026, -1065084.83774, -714.93973831, 1703698.43024, 336877.807706
0.195998003586, 1736558.13715, -1069278.53254, -841.862854399, 1703309.65003, 338186.930271
0.196780972946, 1736329.66159, -1073408.82264, -1070.33840706, 1702820.27174, 339475.795698
0.197563942307, 1736190.51123, -1077593.42981, -1209.48876824, 1702417.50712, 340781.634998
0.198346911667, 1735997.01256, -1081743.48661, -1402.9874414, 1701960.45887, 342076.342447
0.199129881028, 1735898.00716, -1085951.70507, -1501.99283541, 1701595.05296, 343389.235451
0.199912850388, 1735893.59154, -1090218.84308, -1506.40845673, 1701321.34048, 344720.549978
0.200695819749, 1735843.71861, -1094457.29832, -1556.2813886, 1701002.0415, 346042.584429
0.201478789109, 1735796.94009, -1098697.46686, -1603.0599126, 1700684.74712, 347364.94946
0.202261758469, 1735805.14331, -1102972.342, -1594.85668825, 1700420.28575, 348698.074807
0.20304472783, 1735937.80515, -1107326.64763, -1462.19485328, 1700276.68123, 350056.096355
0.20382769719, 1735954.7116, -1111607.48268, -1445.28839886, 1700018.63337, 351390.675657
0.204610666551, 1735940.50325, -1115868.4002, -1459.49674778, 1699729.07221, 352718.743378
0.205393635911, 1735981.61409, -1120164.94325, -1418.38591144, 1699492.62998, 354057.85557
0.206176605272, 1736031.94243, -1124467.65893, -1368.05757322, 1699264.15505, 355398.700732
0.206959574632, 1736137.81756, -1128806.73778, -1262.18243881, 1699088.98371, 356750.819213
0.207742543993, 1736206.49592, -1133122.06128, -1193.50408403, 1698876.33967, 358095.209355
0.208525513353, 1736156.17797, -1137359.76791, -1243.82203296, 1698546.21346, 359414.850877
0.209308482714, 1736203.6255, -1141661.51385, -1196.37450091, 1698310.69402, 360754.509031
0.210091452074, 1736336.19657, -1146019.67661, -1063.80343324, 1698157.36983, 362111.771163
0.210874421435, 1736400.51663, -1150333.27652, -999.483370258, 1697936.22217, 363454.728378
0.211657390795, 1736442.09993, -1154632.07425, -957.900069718, 1697691.78317, 364792.784719
0.212440360156, 1736530.06699, -1158962.03312, -869.9330095, 1697491.63074, 366140.460921
0.213223329516, 1736537.26775, -1163238.32256, -862.732251426, 1697211.47138, 367470.956254
0.214006298877, 1736414.96866, -1167427.58201, -985.031337311, 1696803.72349, 368773.73461
0.214789268237, 1736409.4534, -1171695.04324, -990.546603088, 1696509.07635, 370100.991231
0.215572237597, 1736333.55965, -1175914.8142, -1066.44035379, 1696144.6415, 371412.958115
0.216355206958, 1736349.35441, -1180196.53247, -1050.64558593, 1695868.7432, 372744.264101
0.217138176319, 1736308.71091, -1184439.82854, -1091.28908969, 1695536.68696, 374063.206908
0.217921145679, 1736332.99887, -1188727.37799, -1067.00113404, 1695267.00076, 375395.896456
0.218704115039, 1736316.41591, -1192986.96538, -1083.58409218, 1694956.36973, 376719.525455
0.2194870844, 1736408.87101, -1197321.65719, -991.12898765, 1694751.12741, 378066.638913
0.220270053761, 1736556.16766, -1201694.75411, -843.83233843, 1694598.33111, 379425.644409
0.221053023121, 1736612.18356, -1206005.18497, -787.816444501, 1694355.38592, 380764.628429
0.221835992481, 1736799.09768, -1210407.11677, -600.902317056, 1694239.07338, 382132.264966
0.222618961842, 1736886.35764, -1214740.27217, -513.642355812, 1694024.46285, 383477.950648
0.223401931203, 1736942.74207, -1219052.18722, -457.257925946, 1693778.67539, 384816.694093
0.224184900563, 1736917.55516, -1223306.92917, -482.444835758, 1693452.29993, 386137.153464
0.224967869923, 1736874.90486, -1227549.20482, -525.095141114, 1693107.87176, 387453.442016
0.225750839284, 1736918.74859, -1231852.6137, -481.251411587, 1692846.71989, 388788.788607
0.226533808645, 1736811.3216, -1236048.58239, -588.678400898, 1692437.10901, 390089.988178
0.227316778005, 1736715.13892, -1240252.05257, -684.861082593, 1692037.45342, 391393.318745
0.228099747365, 1736704.37528, -1244516.26055, -695.624718186, 1691720.001, 392715.578175
0.228882716726, 1736732.68975, -1248808.51495, -667.310245387, 1691439.57426, 394046.446849
