theta, r, d, alt, x, y
0.0127831732324, 1737810.14026, -69789.6264997, 410.140258167, 1737668.15483, 22214.1230566
0.0135661425929, 1737776.7832, -74062.8194688, 376.783203411, 1737616.87524, 23574.2045197
0.0143491119534, 1737793.17509, -78338.0909723, 393.175092909, 1737614.27495, 24934.9331293
0.0151320813138, 1738073.04932, -82625.9687592, 673.049315841, 1737874.06123, 26299.6590026
0.0159150506743, 1738401.46048, -86917.6501787, 1001.46047528, 1738181.30628, 27665.5794042
0.0166980200348, 1738924.79364, -91221.1725228, 1524.79364369, 1738682.3724, 29035.2517125
0.0174809893953, 1739376.41876, -95523.3313528, 1976.41876148, 1739110.66187, 30404.4721505
0.0182639587558, 1739546.49371, -99811.5572086, 2146.49370889, 1739256.36961, 31769.2391237
0.0190469281163, 1739937.36188, -104113.831511, 2537.36187578, 1739621.75942, 33138.4580819
0.0198298974767, 1740013.6077, -108398.428533, 2613.60769833, 1739671.51063, 34502.0301691
0.0206128668372, 1740129.49318, -112685.967604, 2729.49318208, 1739759.82422, 35866.5175074
0.0213958361977, 1740478.169, -116989.724247, 3078.16899975, 1740079.80458, 37236.1446529
0.0221788055582, 1740468.63048, -121270.236996, 3068.63048361, 1740040.58028, 38598.3507363
0.0229617749187, 1740483.15668, -125552.438765, 3083.15668023, 1740024.34797, 39961.0707443
0.0237447442791, 1740407.37384, -129827.975275, 3007.37384325, 1739916.76485, 41321.644832
0.0245277136396, 1740319.59016, -134102.214231, 2919.59016389, 1739796.12067, 42681.7806265
0.0253106830001, 1740575.8789, -138403.380544, 3175.87889748, 1740018.37551, 44050.4606108
0.0260936523606, 1740253.74807, -142658.391374, 2853.74806687, 1739661.33083, 45404.4234279
0.0268766217211, 1739674.66161, -146890.121317, 2274.66160899, 1739046.37, 46750.948877
0.0276595910815, 1739519.06686, -151155.801803, 2119.06686313, 1738853.69716, 48108.2512935
0.028442560442, 1739378.2446, -155422.036829, 1978.24459784, 1738674.73158, 49465.7007697
0.0292255298025, 1739507.88046, -159712.411108, 2107.88045792, 1738765.04902, 50830.8026485
0.030008499163, 1739836.59714, -164022.191377, 2436.59713511, 1739053.28577, 52202.0495009
0.0307914685235, 1739570.25726, -168276.026431, 2170.25726032, 1738745.66649, 53555.4590998
0.0315744378839, 1739673.21062, -172565.182897, 2273.21062277, 1738806.1033, 54920.0772817
0.0323574072444, 1739663.73866, -176843.417385, 2263.73866262, 1738753.10258, 56281.1857766
0.0331403766049, 1739533.7051, -181109.053178, 2133.70510008, 1738578.54102, 57638.2502185
0.0339233459654, 1739360.27449, -185369.424298, 1960.27449303, 1738359.5483, 58993.6039224
0.0347063153259, 1738825.99269, -189589.597492, 1425.99269444, 1737778.86523, 60336.1287343
0.0354892846864, 1738564.86041, -193837.59649, 1164.86041384, 1737470.12338, 61687.4722552
0.0362722540468, 1738145.75205, -198066.309044, 745.752050496, 1737002.45872, 63032.6404072
0.0370552234073, 1738097.10221, -202336.08575, 697.102213485, 1736903.95724, 64390.8383336
0.0378381927678, 1738112.42964, -206613.22824, 712.429644492, 1736868.32525, 65751.3408621
0.0386211621283, 1738584.07664, -210945.812279, 1184.07663584, 1737287.60687, 67129.4462778
0.0394041314888, 1738989.75983, -215272.550833, 1589.75983005, 1737639.88234, 68505.6499863
0.0401871008493, 1739048.60668, -219557.496553, 1648.60668206, 1737644.51124, 69868.5118843
0.0409700702097, 1739122.00764, -223844.605049, 1722.00763637, 1737662.61308, 71232.0191417
0.0417530395702, 1739219.27567, -228135.205315, 1819.27567042, 1737703.49123, 72596.5938098
0.0425360089307, 1739595.34104, -232463.54001, 2195.3410448, 1738021.8429, 73973.1315065
0.0433189782912, 1739574.83066, -236739.754548, 2174.83066493, 1737942.90033, 75333.0383332
0.0441019476517, 1739469.2192, -241004.077399, 2069.21919751, 1737777.87539, 76689.1149826
0.0448849170122, 1739024.47668, -245220.059779, 1624.47668378, 1737273.00291, 78029.7626399
0.0456678863726, 1738703.75603, -249451.647631, 1303.75602665, 1736890.98922, 79375.3285712
0.0464508557331, 1738372.11107, -253680.063506, 972.111067848, 1736497.02115, 80719.8368763
0.0472338250936, 1738393.8101, -257959.280356, 993.81010203, 1736454.96256, 82080.4605046
0.0480167944541, 1738146.99621, -262198.098992, 746.996207196, 1736143.6344, 83428.1795794
0.0487997638146, 1738220.67228, -266484.837407, 820.672278444, 1736151.3689, 84791.0950872
0.0495827331751, 1738001.85228, -270726.376528, 601.85228322, 1735865.89684, 86139.5770368
0.0503657025355, 1737925.89219, -274989.443665, 525.892191549, 1735722.05635, 87494.8561392
0.051148671896, 1737860.50396, -279253.835889, 460.503962655, 1735587.71582, 88850.5033069
0.0519316412565, 1737509.51469, -283471.311175, 109.514685916, 1735167.10052, 90191.1686801
0.052714610617, 1737294.97175, -287709.656338, -105.028246237, 1734881.70683, 91538.419261
0.0534975799775, 1737151.61767, -291958.910587, -248.382331203, 1734666.35428, 92889.0848453
0.054280549338, 1737319.26569, -296260.493973, -80.7343065599, 1734760.49438, 94256.3423991
0.0550635186985, 1737125.8684, -300500.445911, -274.131601121, 1734493.05864, 95603.9339287
0.0558464880589, 1737139.11891, -304775.702144, -260.881089104, 1734430.9019, 96962.6990161
0.0566294574194, 1737481.68957, -309109.611818, 81.6895650818, 1734696.47295, 98340.0646336
0.0574124267799, 1737510.62216, -313388.636998, 110.622162349, 1734647.82891, 99699.9087178
0.0581953961404, 1737591.18418, -317677.243726, 191.184181144, 1734649.66087, 101062.739813
0.0589783655009, 1737846.24763, -321998.579454, 446.24763297, 1734824.62011, 102435.920738
0.0597613348614, 1738254.99869, -326350.024176, 854.998694547, 1735151.90554, 103818.616695
0.0605443042218, 1738299.43496, -330634.185073, 899.43496494, 1735114.44175, 105179.844231
0.0613272735823, 1738539.5283, -334956.260906, 1139.52829855, 1735271.19929, 106553.068339
0.0621102429428, 1738745.91965, -339272.941787, 1345.9196539, 1735393.233, 107924.510498
0.0628932123033, 1738778.57255, -343556.30993, 1378.57254796, 1735340.78783, 109285.2893
0.0636761816638, 1738908.42097, -347859.282153, 1508.42096743, 1735384.27415, 110652.236995
0.0644591510243, 1738933.81674, -352141.74105, 1533.81673506, 1735322.44794, 112012.59151
0.0652421203848, 1739459.12133, -356526.788277, 2059.12132711, 1735758.40061, 113405.509022
0.0660250897452, 1739616.57258, -360838.118175, 2216.57258351, 1735826.18373, 114774.907949
0.0668080591057, 1739950.25956, -365187.211667, 2550.25955524, 1736068.72901, 116156.247745
0.0675910284662, 1740190.93415, -369518.196174, 2790.93415393, 1736217.37513, 117531.755684
0.0683739978267, 1740217.77099, -373804.431645, 2817.77099269, 1736151.59333, 118892.95804
0.0691569671872, 1740153.6542, -378071.038279, 2753.65419563, 1735994.00809, 120247.844371
0.0699399365477, 1740405.4337, -382406.739105, 3005.4337032, 1736150.48956, 121624.632582
0.0707229059081, 1740667.45593, -386745.954324, 3267.45592644, 1736316.09626, 123002.46333
0.0715058752686, 1740836.10894, -391065.483896, 3436.10894493, 1736387.47893, 124373.9572
0.0722888446291, 1740822.08448, -395344.356722, 3422.08447803, 1736275.57786, 125732.444202
0.0730718139896, 1741432.32713, -399766.468486, 4032.32713359, 1736785.21521, 127136.407968
0.0738547833501, 1741700.07272, -404112.115629, 4300.07271501, 1736952.15464, 128515.974788
0.0746377527106, 1741792.41788, -408417.951818, 4392.41787573, 1736943.08623, 129882.801612
0.075420722071, 1741954.43832, -412740.751247, 4554.43831761, 1737002.41943, 131254.942996
0.0762036914315, 1741923.22592, -417018.087616, 4523.22592167, 1736867.9966, 132612.5461
0.076986660792, 1741592.46432, -421222.821244, 4192.46431662, 1736433.85078, 133946.980652
0.0777696301525, 1741226.4481, -425417.314253, 3826.44810114, 1735963.53224, 135278.077696
0.078552599513, 1740504.87414, -429522.261993, 3104.87413527, 1735137.73268, 136580.619112
0.0793355688735, 1740136.63071, -433711.724038, 2736.63071036, 1734663.17725, 137909.952625
0.080118538234, 1740077.27617, -437977.121768, 2677.27617261, 1734495.50214, 139263.34802
0.0809015075944, 1739566.1425, -442127.403504, 2166.14249761, 1733876.46967, 140580.055636
0.0816844769549, 1739218.53546, -446317.134798, 1818.5354606, 1733419.42033, 141909.222024
0.0824674463154, 1739081.77291, -450559.781429, 1681.77291305, 1733171.48069, 143255.127004
0.0832504156759, 1738755.21508, -454752.116402, 1355.21507585, 1732733.35821, 144584.948436
0.0840333850364, 1738651.17736, -459001.589874, 1251.17736005, 1732515.95092, 145932.848753
0.0848163543969, 1738575.70638, -463258.163377, 1175.70637931, 1732325.95925, 147282.917288
0.0855993237573, 1738597.4568, -467540.510201, 1197.4568014, 1732231.78104, 148641.089701
0.0863822931178, 1738908.32372, -471901.423879, 1508.32372494, 1732424.57649, 150024.148425
0.0871652624783, 1739036.63433, -476213.87607, 1636.63433263, 1732434.40464, 151391.707734
0.0879482318388, 1739263.98474, -480554.32394, 1863.98473775, 1732541.81026, 152768.073548
0.0887312011993, 1739283.03361, -484837.8247, 1883.03361121, 1732440.64043, 154126.241749
0.0895141705598, 1739032.16372, -489045.51341, 1632.16371885, 1732069.56781, 155460.215875
0.0902971399202, 1739242.05897, -493382.67635, 1842.0589703, 1732156.35645, 156835.252682
0.0910801092807, 1739095.46293, -497618.866671, 1695.46292535, 1731887.03991, 158178.096294
0.0918630786412, 1739203.21953, -501927.741057, 1803.21952597, 1731869.96272, 159543.947095
0.0926460480017, 1739679.75754, -506344.481652, 2279.75753829, 1732219.00819, 160943.985403
0.0934290173621, 1739626.22874, -510607.983552, 2226.22874375, 1732039.1677, 162295.216471
0.0942119867226, 1739849.88632, -514953.26254, 2449.88631813, 1732134.23035, 163672.340252
0.0949949560831, 1740005.419, -519279.310938, 2605.41900165, 1732160.38045, 165043.250584
0.0957779254436, 1740000.25418, -523557.771373, 2600.25417833, 1732025.48456, 166398.934442
0.096560894804, 1740345.35835, -527942.46225, 2945.35835048, 1732238.16495, 167788.277991
0.0973438641645, 1740765.46496, -532351.787733, 3365.46495765, 1732524.37866, 169185.346076
0.098126833525, 1740696.22893, -536612.328073, 3296.22892812, 1732322.47772, 170535.024569
0.0989098028854, 1740610.91823, -540867.53285, 3210.91822785, 1732103.5293, 171882.903268
0.0996927722459, 1740615.6112, -545150.506557, 3215.61120057, 1731973.08901, 173239.501517
0.100475741606, 1740621.31288, -549433.821751, 3221.31288225, 1731842.58985, 174596.102055
0.101258710967, 1740630.52488, -553718.28168, 3230.52488421, 1731714.52043, 175952.959288
0.102041680327, 1740511.10789, -557961.55189, 3111.10789023, 1731457.42805, 177296.620251
0.102824649688, 1740640.69479, -562284.671143, 3240.69479028, 1731446.98196, 178665.545143
0.103607619048, 1740570.74689, -566543.480731, 3170.74688901, 1731236.9888, 180013.925999
0.104390588409, 1740649.28852, -570850.643756, 3249.28851714, 1731173.62683, 181377.560325
0.105173557769, 1740564.42456, -575104.201922, 3164.4245643, 1730946.68811, 182724.051499
0.10595652713, 1740440.04005, -579344.187302, 3040.04004573, 1730679.40326, 184066.118869
0.10673949649, 1740626.05535, -583687.647759, 3226.05534738, 1730719.7113, 185440.948753
0.107522465851, 1740161.62574, -587812.308382, 2761.62573748, 1730112.23869, 186746.151828
0.108305435211, 1739754.97441, -591954.343369, 2354.97440711, 1729561.22324, 188056.762824
0.109088404572, 1739614.60328, -596185.635067, 2214.60328491, 1729273.9137, 189395.615979
0.109871373932, 1739471.77616, -600415.388456, 2071.77615714, 1728983.12678, 190733.865218
0.110654343293, 1739210.13243, -604603.134888, 1810.13242945, 1728573.21453, 192058.654462
0.111437312653, 1739088.40295, -608838.576816, 1688.40294993, 1728301.33423, 193398.47817
0.112220282014, 1739065.51967, -613108.268165, 1665.51966745, 1728126.64006, 194749.06316
0.113003251374, 1738749.40544, -617273.74696, 1349.40543796, 1727659.52979, 196066.427579
0.113786220734, 1738669.03305, -621521.941242, 1269.03304527, 1727425.63359, 197409.94627
0.114569190095, 1738674.00069, -625800.456549, 1274.00068534, 1727275.47325, 198762.97486
0.115352159455, 1738933.48797, -630171.231532, 1533.4879652, 1727377.08131, 200145.18365
0.116135128816, 1738920.77199, -634443.969923, 1520.77199156, 1727207.21398, 201496.132039
0.116918098176, 1738657.81745, -638624.730862, 1257.81744658, 1726787.75996, 202817.746317
0.117701067537, 1738642.78121, -642895.870649, 1242.78121319, 1726613.4984, 204167.940223
0.118484036898, 1738444.69806, -647098.801168, 1044.69805527, 1726256.41754, 205496.348153
0.119267006258, 1738177.67781, -651274.92728, 777.677811021, 1725829.86771, 206816.119651
0.120049975619, 1737757.97387, -655392.155412, 357.973871184, 1725250.72486, 208117.063519
0.120832944979, 1737630.65998, -659618.312357, 230.659979142, 1724960.86117, 209452.47174
0.12161591434, 1737522.45035, -663851.142102, 122.450350128, 1724688.92721, 210789.871307
0.1223988837, 1737781.774, -668224.76613, 381.774001419, 1724780.74011, 212171.846874
0.123181853061, 1737321.93565, -672321.359424, -78.064348808, 1724157.73337, 213465.731576
0.123964822421, 1737161.93939, -676532.463114, -238.060607068, 1723831.29929, 214795.845535
0.124747791782, 1736921.03863, -680711.072682, -478.961365428, 1723423.56362, 216115.512695
0.125530761142, 1737044.17759, -685032.062195, -355.822414092, 1723375.99356, 217480.251319
0.126313730502, 1737161.81797, -689351.475519, -238.182033292, 1723321.88809, 218844.35523
0.127096699863, 1737362.85923, -693704.768395, -37.1407666765, 1723349.43114, 220219.079195
0.127879669224, 1737122.64322, -697881.777031, -277.356780301, 1722938.22358, 221537.70627
0.128662638584, 1737019.11511, -702112.853923, -380.884893603, 1722661.56586, 222873.362585
0.129445607944, 1736787.66957, -706291.40192, -612.330425307, 1722257.02567, 224192.209346
0.130228577305, 1736787.76475, -710563.540442, -612.235247199, 1722081.05652, 225540.627332
0.131011546666, 1736515.74, -714723.678974, -884.260001178, 1721634.24371, 226853.358244
0.131794516026, 1736166.42504, -718850.477665, -1233.57496086, 1721109.8112, 228155.370799
0.132577485386, 1736021.82775, -723060.823709, -1378.17224729, 1720787.31663, 229483.762739
0.133360454747, 1736028.74325, -727333.936842, -1371.25674914, 1720613.96453, 230831.935528
0.134143424108, 1736362.62986, -731744.877468, -1037.37014185, 1720763.58987, 232223.707141
0.134926393468, 1736339.8868, -736006.291131, -1060.11320011, 1720558.70204, 233567.881653
0.135709362828, 1736525.56883, -740356.453599, -874.431169104, 1720559.27297, 234940.076181
0.136492332189, 1737004.46187, -744833.259392, -395.538133182, 1720849.23375, 236352.311679
0.13727530155, 1737332.79172, -749247.488775, -67.2082834507, 1720988.89078, 237744.541474
0.13805827091, 1737576.48124, -753626.622943, 176.481242445, 1721043.58743, 239125.486615
0.13884124027, 1737601.9085, -757911.753744, 201.908499157, 1720881.01455, 240476.456597
0.139624209631, 1737995.37195, -762358.445915, 595.371947223, 1721081.83579, 241878.538555
0.140407178991, 1738286.93144, -766762.123687, 886.93144302, 1721180.61507, 243266.821292
0.141190148352, 1738330.71791, -771057.333122, 930.717914535, 1721032.9678, 244620.539973
0.141973117712, 1738647.73303, -775474.623867, 1247.73303287, 1721154.73545, 246012.837514
0.142756087073, 1738811.52902, -779824.758246, 1411.52902273, 1721123.71718, 247383.676926
0.143539056433, 1739101.65891, -784232.667588, 1701.65891387, 1721216.64198, 248772.690209
0.144322025794, 1739155.89646, -788535.050413, 1755.89646037, 1721075.0067, 250128.074239
0.145104995154, 1738753.0331, -792629.325678, 1353.03310429, 1720480.007, 251417.293869
0.145887964515, 1738375.53339, -796733.243725, 975.533390688, 1719909.138, 252709.42228
0.146670933875, 1738278.59686, -800964.582636, 878.59685886, 1719614.85137, 254041.813989
0.147453903236, 1737886.39933, -805058.667936, 486.399330657, 1719027.47579, 255330.520006
0.148236872596, 1737994.32454, -809383.730893, 594.324540207, 1718933.77452, 256692.327415
0.149019841957, 1737818.68365, -813576.570592, 418.683645693, 1718558.57114, 258012.043863
0.149802811317, 1737991.56386, -817932.567011, 591.563858424, 1718526.97291, 259383.344532
0.150585780678, 1737936.93311, -822181.783226, 536.933106171, 1718269.34444, 260720.623296
0.151368750038, 1737823.66476, -826402.846219, 423.664764294, 1717952.70833, 262048.815603
0.152151719398, 1737601.60794, -830571.351227, 201.607938914, 1717527.51411, 263360.183355
0.152934688759, 1737062.06624, -834586.225521, -337.933755684, 1716787.54041, 264622.680552
0.153717658119, 1736782.48223, -838723.983822, -617.517774252, 1716303.5354, 265923.983395
0.15450062748, 1736729.33879, -842970.275988, -670.661209095, 1716042.28859, 267259.536762
0.15528359684, 1736452.85637, -847107.353508, -947.143627677, 1715559.35088, 268560.302385
0.156066566201, 1736290.30574, -851298.931347, -1109.69425723, 1715187.97552, 269878.184477
0.156849535561, 1736387.45542, -855617.67874, -1012.54457953, 1715072.10055, 271236.216727
0.157632504922, 1736762.61689, -860074.580268, -637.383113586, 1715229.71532, 272637.875394
0.158415474282, 1737088.84225, -864508.973048, -311.157745809, 1715337.86302, 274032.227265
0.159198443643, 1737253.99697, -868864.413375, -146.003028811, 1715285.8447, 275401.381577
0.159981413003, 1737118.14976, -873069.383687, -281.850238867, 1714935.57563, 276722.672842
0.160764382364, 1737130.93637, -877348.754133, -269.063626259, 1714731.00635, 278067.376684
0.161547351724, 1737122.33497, -881617.33272, -277.665026257, 1714504.27313, 279408.489655
0.162330321085, 1736830.96892, -885741.665881, -569.031082707, 1713997.44377, 280703.718094
0.163113290445, 1736489.27497, -889838.775852, -910.725026319, 1713439.97754, 281990.151391
0.163896259805, 1736579.05246, -894156.367452, -820.947538746, 1713307.23709, 283346.284228
0.164679229166, 1736975.96861, -898633.300461, -424.031388318, 1713476.40676, 284752.733122
0.165462198527, 1737130.41744, -902986.148009, -269.582555817, 1713405.26832, 286119.684224
0.166245167887, 1737282.31099, -907338.420806, -117.689014635, 1713330.5196, 287486.275625
0.167028137247, 1737591.30137, -911773.874961, 191.301368781, 1713409.59173, 288879.043117
0.167811106608, 1737871.51059, -916195.675954, 471.510591906, 1713459.15617, 290267.303481
0.168594075969, 1738237.71024, -920664.400614, 837.710243445, 1713592.36812, 291670.247421
0.169377045329, 1738796.94889, -925237.645493, 1396.94888891, 1713914.70995, 293106.118132
0.170160014689, 1738681.01731, -929452.713491, 1281.01730696, 1713570.43425, 294428.338995
0.17094298405, 1738639.4566, -933707.150792, 1239.45659689, 1713298.42571, 295762.851795
0.171725953411, 1738957.92385, -938155.616197, 1557.92384834, 1713380.11033, 297158.641868
0.172508922771, 1739145.63485, -942534.784601, 1745.634854, 1713331.84391, 298532.296226
0.173291892131, 1738871.92163, -946663.671324, 1471.9216343, 1712827.96344, 299826.495681
0.174074861492, 1738645.98551, -950817.339479, 1245.98550923, 1712370.16189, 301128.363986
0.174857830853, 1738597.80566, -955067.543356, 1197.80566072, 1712086.41759, 302460.62316
0.175640800213, 1738457.25538, -959266.540952, 1057.25537526, 1711710.68753, 303776.481887
0.176423769573, 1738158.7682, -963377.310328, 758.768201772, 1711178.46126, 305064.218178
0.177206738934, 1738058.34721, -967596.87699, 658.347212523, 1710840.23244, 306386.222552
0.177989708295, 1737760.30188, -971705.443796, 360.301882677, 1710306.48034, 307672.894643
0.178772677655, 1737278.61511, -975709.405636, -121.384887055, 1709591.0477, 308926.263289
0.179555647015, 1737018.04312, -979835.726588, -381.95688108, 1709092.26109, 310218.189696
0.180338616376, 1736713.79097, -983936.018636, -686.209033482, 1708549.5278, 311501.689856
0.181121585737, 1736284.63659, -987963.743258, -1115.36340845, 1707882.97346, 312762.031337
0.181904555097, 1736141.06035, -992152.555973, -1258.93964932, 1707496.35952, 314073.181994
0.182687524457, 1735904.13904, -996287.088842, -1495.86096045, 1707016.94779, 315366.960707
0.183470493818, 1735546.91765, -1000351.11647, -1853.08234741, 1706418.27596, 316638.233363
0.184253463178, 1735415.51786, -1004544.1034, -1984.48213935, 1706040.65928, 317950.135287
0.185036432539, 1735568.74369, -1008901.89937, -1831.25631386, 1705941.80134, 319314.006104
0.185819401899, 1735474.67022, -1013116.0835, -1925.32978367, 1705598.81137, 320632.228
0.18660237126, 1735751.34878, -1017547.15031, -1648.65121863, 1705619.11887, 322018.890969
0.18738534062, 1735812.16276, -1021852.50125, -1587.83724275, 1705426.21457, 323365.568712
0.188168309981, 1735520.42646, -1025949.74193, -1879.57354041, 1704885.9198, 324646.193782
0.188951279341, 1735893.66366, -1030440.28095, -1506.33634371, 1704997.80345, 326051.07232
0.189734248702, 1736122.62843, -1034846.65999, -1277.37157377, 1704966.84871, 327429.115563
0.190517218062, 1736030.41884, -1039061.93375, -1369.58115754, 1704619.41799, 328746.490433
0.191300187423, 1736069.70773, -1043355.78279, -1330.29226688, 1704400.06926, 330088.524519
0.192083156783, 1736076.87247, -1047630.43988, -1323.12753351, 1704148.13062, 331424.284013
0.192866126144, 1736096.89687, -1051912.92399, -1303.10313239, 1703907.76635, 332762.316191
0.193649095504, 1735637.08978, -1055903.59316, -1762.91022335, 1703195.48878, 334007.835867
0.194432064865, 1735477.71844, -1060075.51437, -1922.28155729, 1702777.08045, 335310.491205
0.195215034225, 1735255.18079, -1064207.91251, -2144.81921493, 1702295.70992, 336600.443274
0.195998003586, 1734874.41144, -1068241.78536, -2525.5885632, 1701658.16127, 337859.03222
0.196780972946, 1734188.98478, -1072085.44412, -3211.01522118, 1700720.90781, 339057.264597
0.197563942307, 1733771.5337, -1076092.05408, -3628.46630472, 1700045.5844, 340306.835077
0.198346911667, 1733191.03768, -1079995.01295, -4208.9623242, 1699209.49889, 341523.428117
0.199129881028, 1732894.02149, -1084072.45678, -4505.97850623, 1698650.42883, 342794.997577
0.199912850388, 1732880.77463, -1088326.65926, -4519.22537019, 1698368.52717, 344122.252992
0.200695819749, 1732731.15583, -1092494.81345, -4668.8441658, 1697951.95377, 345422.091205
0.201478789109, 1732590.82026, -1096668.10753, -4809.1797378, 1697543.4816, 346723.345811
0.202261758469, 1732615.42994, -1100945.52139, -4784.57006475, 1697295.59554, 348057.307657
0.20304472783, 1733013.41544, -1105461.22674, -4386.58455984, 1697412.36685, 349466.386031
0.20382769719, 1733064.1348, -1109756.52034, -4335.86519658, 1697187.89453, 350805.567228
0.204610666551, 1733021.50976, -1113992.06135, -4378.49024334, 1696870.96843, 352125.644873
0.205393635911, 1733144.84227, -1118334.47896, -4255.15773432, 1696715.4849, 353479.288758
0.206176605272, 1733295.82728, -1122695.41448, -4104.17271966, 1696585.98867, 354838.566012
0.206959574632, 1733613.45268, -1127165.43946, -3786.54731643, 1696618.48827, 356232.099311
0.207742543993, 1733819.48775, -1131564.19842, -3580.51225209, 1696540.65454, 357602.885319
0.208525513353, 1733668.5339, -1135730.10675, -3731.46609888, 1696112.45867, 358899.864821
0.209308482714, 1733810.8765, -1140088.13306, -3589.12350273, 1695970.16716, 360257.33521
0.210091452074, 1734208.5897, -1144615.40977, -3191.41029972, 1696076.54511, 361668.060151
0.210874421435, 1734401.54989, -1149008.99797, -2998.45011077, 1695981.53603, 363036.314593
0.211657390795, 1734526.29979, -1153358.1796, -2873.70020915, 1695818.73588, 364390.312291
0.212440360156, 1734790.20097, -1157800.84467, -2609.7990285, 1695790.87815, 365773.617089
0.213223329516, 1734811.80325, -1162082.50145, -2588.19675428, 1695525.08192, 367105.82842
0.214006298877, 1734444.90599, -1166103.06826, -2955.09401193, 1694878.60205, 368355.339594
0.214789268237, 1734428.36019, -1170358.2404, -2971.63980926, 1694573.50603, 369678.737967
0.215572237597, 1734200.67894, -1174470.34173, -3199.32106137, 1694061.12813, 370956.721161
0.216355206958, 1734248.06324, -1178768.28501, -3151.93675779, 1693816.44076, 372293.177326
0.217138176319, 1734126.13273, -1182950.96166, -3273.86726907, 1693405.36011, 373593.001243
0.217921145679, 1734198.9966, -1187266.39849, -3201.00340212, 1693183.46977, 374934.524303
0.218704115039, 1734149.24772, -1191497.94911, -3250.75227654, 1692840.82473, 376249.326266
0.2194870844, 1734426.61304, -1195954.81298, -2973.38696295, 1692816.42529, 377635.043785
0.220270053761, 1734868.50298, -1200526.89221, -2531.49701529, 1692951.44298, 379056.901222
0.221053023121, 1735036.55067, -1204910.97323, -2363.4493335, 1692818.09274, 380419.159661
0.221835992481, 1735597.29305, -1209569.5571, -1802.70695117, 1693066.71881, 381867.842714
0.222618961842, 1735859.07293, -1214021.81174, -1540.92706744, 1693022.52889, 383251.141891
0.223401931203, 1736028.22622, -1218410.34537, -1371.77377784, 1692886.8858, 384614.084671
0.224184900563, 1735952.66549, -1222627.35965, -1447.33450727, 1692511.55601, 385922.647168
0.224967869923, 1735824.71458, -1226806.97505, -1575.28542334, 1692084.14493, 387219.170774
0.225750839284, 1735956.24577, -1231169.99016, -1443.75423476, 1691908.63931, 388573.343696
0.226533808645, 1735633.9648, -1235210.6847, -1766.03520269, 1691289.83278, 389825.552373
